source_db_id;source_schema_name;source_table_name;target_db_id;target_schema_name;target_table_name;source_insert_id_colname;source_last_updated_on_colname;is_static_support_table;can_insert_rows;can_update_rows;can_delete_rows;update_target_table_algorithm_id;update_target_table;compare_target_table;mark_rows_for_deletion_algorithm_id;delete_marked_rows_algorithm_id;mark_rows_for_deletion;delete_marked_rows;row_can_be_deleted_from_seconds;can_delete_row_schema_name;can_delete_row_table_name;delete_marked_rows_table_order;source_db_etl_state_register_schema_name;source_db_etl_state_register_table_name
4;public;java_exception_data_links;10;public;odms__java_exception_data_links;java_exception_data_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;managed_process_control;10;public;odms__managed_process_control;mpc_id;heartbeat_timestamp;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;managed_process_register;10;public;odms__managed_process_register;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;managed_process_versions;10;public;odms__managed_process_versions;mpv_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;mex_event_category;10;public;odms__mex_event_category;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_api_request_tracking;10;public;odms__odms_api_request_tracking;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_api_request_type;10;public;odms__odms_api_request_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_personalisation_data;10;public;odms__odms_personalisation_data;odmspd_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_personalisation_register;10;public;odms__odms_personalisation_register;odmspr_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_qpertino_event_tracking;10;public;odms__odms_qpertino_event_tracking;odmsqpevnt_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_rest_response_error_details;10;public;odms__odms_rest_response_error_details;orred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_rest_response_subcode;10;public;odms__odms_rest_response_subcode;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_session_completion_type;10;public;odms__odms_session_completion_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_session_status;10;public;odms__odms_session_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_session_tracking;10;public;odms__odms_session_tracking;session_tracking_id;session_end_timestamp;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_session_type;10;public;odms__odms_session_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;process_state;10;public;odms__process_state;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;property_collection_data;10;public;odms__property_collection_data;property_collection_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;property_collection_links;10;public;odms__property_collection_links;property_collection_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;property_collections;10;public;odms__property_collections;property_collection_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;qpertino_event_type;10;public;odms__qpertino_event_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;security_authentication_type;10;public;odms__security_authentication_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;security_realms;10;public;odms__security_realms;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;security_roles;10;public;odms__security_roles;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;sid_register;10;public;odms__sid_register;sid;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;sid_roles;10;public;odms__sid_roles;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
