source_db_id;source_schema_name;source_table_name;target_db_id;target_schema_name;target_table_name;source_insert_id_colname;source_last_updated_on_colname;is_static_support_table;can_insert_rows;can_update_rows;can_delete_rows;mirror_algorithm_id;mirror_tables;compare_tables;mark_rows_for_deletion_algorithm_id;delete_marked_rows_algorithm_id;mark_rows_for_deletion;delete_marked_rows;row_can_be_deleted_from_seconds;can_delete_row_schema_name;can_delete_row_table_name;delete_marked_rows_table_order
2;public;topology_restreq_tracking;10;obo;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;topology_restreq_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;topology_restres_error_details;10;obo;;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;topology_restres_subcode;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;topology_road_section_control_points;10;obo;;toporscp_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;topology_road_sections;10;obo;;toporsec_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;topology_road_segments;10;obo;;toporseg_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_publishing_queue;10;obo;;tapq_id;completed_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_register;10;obo;;tar_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_subtype;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;transactionadjustment_restreq_tracking;10;obo;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;transactionadjustment_restreq_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;transactionadjustment_restres_error_details;10;obo;;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;transactionadjustment_restres_subcode;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;vat_scheme_data;10;obo;;vat_scheme_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;vat_scheme_source;10;obo;;vat_scheme_source_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;vat_scheme_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;vat_scheme_validity;10;obo;;vat_scheme_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;vehicle_data_actionlist_matches;10;obo;;vdalm_id;lookup_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;vehicle_register;10;obo;;vehicle_register_id;last_seen_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;vehicle_register_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;wepe_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;workflow_engine_active_workflows;10;obo;;weawf_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;workflow_engine_processing_exceptions;10;obo;;wepe_id;requeued_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
